ccode_pew,satis,age,age2
8,3,47,2209
8,3,55,3025
8,6,54,2916
8,5,56,3136
8,5,45,2025
8,5,29,841
8,5,21,441
8,3,40,1600
8,4,52,2704
8,5,44,1936
8,6,36,1296
8,0,45,2025
8,5,31,961
8,3,28,784
8,7,28,784
8,1,50,2500
8,4,40,1600
8,3,26,676
8,8,50,2500
8,5,41,1681
8,3,42,1764
8,8,26,676
8,6,34,1156
8,8,28,784
8,6,48,2304
8,5,42,1764
8,5,53,2809
8,5,43,1849
8,6,47,2209
8,6,48,2304
8,6,52,2704
8,6,34,1156
8,6,45,2025
8,6,36,1296
8,5,30,900
8,0,45,2025
8,3,58,3364
8,5,49,2401
8,7,29,841
8,5,34,1156
8,7,21,441
8,4,38,1444
8,8,54,2916
8,4,38,1444
8,5,50,2500
8,5,40,1600
8,10,53,2809
8,3,48,2304
8,5,38,1444
8,7,30,900
8,4,38,1444
8,0,30,900
8,5,34,1156
8,6,27,729
8,7,34,1156
8,8,44,1936
8,5,50,2500
8,5,42,1764
8,4,26,676
8,7,30,900
8,6,40,1600
8,5,59,3481
8,5,56,3136
8,9,38,1444
8,5,25,625
8,7,39,1521
8,10,40,1600
8,7,28,784
8,6,31,961
8,3,40,1600
8,5,32,1024
8,5,29,841
8,0,43,1849
8,5,37,1369
8,4,44,1936
8,5,28,784
8,5,30,900
8,5,31,961
8,5,36,1296
8,5,25,625
8,0,25,625
8,4,51,2601
8,5,35,1225
8,3,58,3364
8,5,46,2116
8,5,50,2500
8,6,36,1296
8,5,50,2500
8,5,48,2304
8,3,34,1156
8,4,34,1156
8,6,35,1225
8,4,41,1681
8,6,29,841
8,3,52,2704
8,2,48,2304
8,6,40,1600
8,4,28,784
8,6,33,1089
8,2,34,1156
8,2,59,3481
8,4,56,3136
8,5,41,1681
8,5,43,1849
8,4,43,1849
8,4,33,1089
8,6,41,1681
8,5,57,3249
8,5,28,784
8,3,44,1936
8,2,44,1936
8,1,36,1296
8,5,48,2304
8,4,32,1024
8,4,31,961
8,5,28,784
8,5,45,2025
8,1,34,1156
8,5,56,3136
8,6,49,2401
8,3,47,2209
8,5,35,1225
8,5,40,1600
8,1,57,3249
8,5,37,1369
8,1,44,1936
8,5,28,784
8,5,51,2601
8,2,48,2304
8,1,45,2025
8,3,50,2500
8,5,51,2601
8,5,36,1296
8,5,47,2209
8,3,35,1225
8,5,43,1849
8,3,45,2025
8,5,30,900
8,3,22,484
8,3,29,841
8,6,58,3364
8,6,38,1444
8,5,35,1225
8,5,58,3364
8,3,38,1444
8,3,38,1444
8,3,40,1600
8,5,40,1600
8,3,29,841
8,0,45,2025
8,0,31,961
8,5,36,1296
8,0,40,1600
8,4,36,1296
8,0,36,1296
8,7,32,1024
8,5,33,1089
8,5,37,1369
8,5,39,1521
8,5,33,1089
8,4,35,1225
8,5,45,2025
8,5,47,2209
8,4,59,3481
8,5,35,1225
8,5,33,1089
8,5,28,784
8,4,30,900
8,8,32,1024
8,5,38,1444
8,6,39,1521
8,5,45,2025
8,5,24,576
8,5,54,2916
8,5,38,1444
8,7,48,2304
8,3,39,1521
8,5,33,1089
8,0,59,3481
8,5,38,1444
8,3,46,2116
8,3,38,1444
8,5,27,729
8,6,32,1024
8,6,21,441
8,7,48,2304
8,6,35,1225
8,7,29,841
8,5,26,676
8,8,36,1296
8,7,59,3481
8,9,30,900
8,3,38,1444
8,4,39,1521
8,2,44,1936
8,5,39,1521
8,5,38,1444
8,4,39,1521
8,4,26,676
8,2,58,3364
8,5,28,784
8,5,50,2500
8,5,44,1936
8,3,33,1089
8,7,26,676
8,5,60,3600
8,5,47,2209
8,6,25,625
8,4,28,784
8,6,43,1849
8,10,31,961
8,5,46,2116
8,6,21,441
8,6,46,2116
8,5,37,1369
8,5,40,1600
8,7,46,2116
8,7,58,3364
8,9,31,961
8,6,39,1521
8,5,47,2209
8,8,23,529
8,6,48,2304
8,6,58,3364
8,3,50,2500
8,5,44,1936
8,8,32,1024
8,4,38,1444
8,4,25,625
8,4,25,625
8,4,31,961
8,5,35,1225
8,1,32,1024
8,5,26,676
8,2,34,1156
8,3,51,2601
8,3,36,1296
8,5,46,2116
8,3,55,3025
8,5,46,2116
8,5,47,2209
8,5,29,841
8,8,21,441
8,6,22,484
8,6,51,2601
8,7,53,2809
8,6,47,2209
8,8,36,1296
8,5,26,676
8,5,45,2025
8,6,31,961
8,6,40,1600
8,5,36,1296
8,4,44,1936
8,2,35,1225
8,6,42,1764
8,7,24,576
8,8,42,1764
8,8,22,484
8,5,40,1600
8,5,35,1225
8,6,55,3025
8,5,42,1764
8,5,39,1521
8,6,38,1444
8,5,42,1764
8,5,26,676
8,3,35,1225
8,8,41,1681
8,6,50,2500
8,5,41,1681
8,1,28,784
8,4,32,1024
8,6,38,1444
8,8,30,900
8,5,32,1024
8,9,60,3600
8,5,40,1600
8,6,26,676
8,2,26,676
8,8,43,1849
8,7,32,1024
8,7,36,1296
8,6,32,1024
8,10,23,529
8,7,45,2025
8,4,51,2601
8,8,30,900
8,8,30,900
8,7,35,1225
8,0,40,1600
8,5,29,841
8,5,37,1369
8,5,32,1024
8,5,47,2209
8,5,60,3600
8,6,26,676
8,5,26,676
8,5,50,2500
8,6,32,1024
8,7,32,1024
8,3,37,1369
8,5,41,1681
8,5,32,1024
8,0,38,1444
8,8,48,2304
8,5,59,3481
8,7,56,3136
8,8,24,576
8,3,45,2025
8,8,58,3364
8,4,40,1600
8,5,37,1369
8,5,40,1600
8,7,38,1444
8,5,28,784
8,10,39,1521
8,5,31,961
8,6,39,1521
8,5,38,1444
8,5,45,2025
8,4,36,1296
8,5,35,1225
8,5,38,1444
8,6,25,625
8,2,40,1600
8,6,37,1369
8,9,48,2304
8,8,22,484
8,4,38,1444
8,3,37,1369
8,6,53,2809
8,5,40,1600
8,9,24,576
8,8,25,625
8,8,27,729
8,3,50,2500
8,3,30,900
8,0,26,676
8,5,57,3249
8,3,35,1225
8,4,53,2809
8,5,48,2304
8,1,34,1156
8,1,30,900
8,7,44,1936
8,5,25,625
8,8,27,729
8,3,52,2704
8,6,24,576
8,2,44,1936
8,10,45,2025
8,9,26,676
8,9,35,1225
8,4,26,676
8,6,21,441
8,6,33,1089
8,3,55,3025
8,7,51,2601
8,6,56,3136
8,6,59,3481
8,5,57,3249
8,8,47,2209
8,6,30,900
8,5,30,900
8,7,36,1296
8,8,39,1521
8,5,39,1521
8,6,43,1849
8,6,50,2500
8,5,50,2500
8,2,29,841
8,2,35,1225
8,6,50,2500
8,5,39,1521
8,3,24,576
8,5,34,1156
8,8,32,1024
8,4,38,1444
8,0,31,961
8,5,25,625
8,5,54,2916
8,3,39,1521
8,2,52,2704
8,5,54,2916
8,6,40,1600
8,5,51,2601
8,6,36,1296
8,6,28,784
8,6,49,2401
8,3,47,2209
8,6,40,1600
8,6,49,2401
8,4,29,841
8,5,50,2500
8,5,34,1156
8,5,49,2401
8,7,48,2304
8,8,22,484
8,3,23,529
8,8,28,784
8,5,58,3364
8,5,44,1936
8,6,21,441
8,5,48,2304
8,7,27,729
8,5,28,784
8,5,28,784
8,3,34,1156
8,4,55,3025
8,4,33,1089
8,5,48,2304
8,4,21,441
8,8,25,625
8,5,38,1444
8,7,38,1444
8,6,44,1936
8,6,38,1444
8,6,23,529
8,7,38,1444
8,6,29,841
8,8,29,841
8,6,31,961
8,6,26,676
8,6,47,2209
8,5,48,2304
8,10,23,529
8,4,26,676
8,5,56,3136
8,5,54,2916
8,4,48,2304
8,4,42,1764
8,6,22,484
8,8,29,841
8,8,24,576
8,6,29,841
8,0,44,1936
8,6,50,2500
8,5,34,1156
8,6,23,529
8,8,37,1369
8,4,43,1849
8,5,49,2401
8,5,28,784
8,5,24,576
8,2,40,1600
8,3,44,1936
8,7,26,676
8,3,53,2809
8,5,38,1444
8,1,51,2601
8,6,28,784
8,5,52,2704
8,3,51,2601
8,4,45,2025
8,6,28,784
8,6,42,1764
8,1,44,1936
8,0,58,3364
8,5,56,3136
8,2,38,1444
8,5,43,1849
8,5,38,1444
8,4,32,1024
8,6,35,1225
8,1,38,1444
8,5,32,1024
8,5,32,1024
8,2,50,2500
8,6,50,2500
8,4,26,676
8,5,45,2025
8,5,50,2500
8,6,31,961
8,0,39,1521
8,3,50,2500
8,6,30,900
8,3,55,3025
8,4,47,2209
8,5,38,1444
8,5,32,1024
8,3,43,1849
8,4,40,1600
8,5,48,2304
8,0,44,1936
8,0,42,1764
8,2,44,1936
8,8,26,676
8,7,38,1444
8,3,34,1156
8,5,45,2025
8,1,55,3025
8,5,45,2025
8,5,35,1225
8,6,35,1225
8,3,50,2500
8,4,32,1024
8,0,48,2304
8,5,57,3249
8,5,24,576
8,7,26,676
8,5,56,3136
8,7,25,625
8,5,32,1024
8,5,39,1521
8,3,48,2304
8,5,27,729
8,6,27,729
8,5,30,900
8,8,23,529
8,4,48,2304
8,6,30,900
8,5,22,484
8,6,32,1024
8,5,26,676
8,5,50,2500
8,8,23,529
8,6,30,900
8,4,24,576
8,8,60,3600
8,4,29,841
8,6,58,3364
8,8,22,484
8,8,50,2500
8,5,39,1521
8,4,38,1444
8,5,24,576
8,5,56,3136
8,6,40,1600
8,5,40,1600
8,7,25,625
8,5,45,2025
8,5,33,1089
8,7,34,1156
8,6,28,784
8,10,35,1225
8,6,24,576
8,6,31,961
8,6,24,576
8,2,33,1089
8,5,26,676
8,8,21,441
8,5,40,1600
8,10,58,3364
8,6,48,2304
8,6,56,3136
8,6,32,1024
8,6,53,2809
8,5,24,576
8,1,35,1225
8,5,52,2704
8,6,33,1089
8,4,41,1681
8,5,54,2916
8,0,38,1444
8,5,34,1156
8,0,43,1849
8,4,60,3600
8,6,52,2704
8,5,48,2304
8,5,44,1936
8,6,38,1444
8,5,38,1444
8,1,43,1849
8,2,38,1444
8,5,31,961
8,4,48,2304
8,6,41,1681
8,10,46,2116
8,5,50,2500
8,9,45,2025
8,5,28,784
8,5,32,1024
8,2,38,1444
8,6,28,784
8,6,57,3249
8,0,33,1089
8,6,43,1849
8,9,42,1764
8,5,29,841
8,10,53,2809
8,1,36,1296
8,5,40,1600
8,5,44,1936
8,5,53,2809
8,5,46,2116
8,4,40,1600
8,5,26,676
8,7,27,729
8,5,40,1600
8,7,32,1024
8,1,40,1600
8,5,35,1225
8,4,46,2116
8,3,27,729
8,0,39,1521
8,4,46,2116
8,4,40,1600
8,4,38,1444
8,8,48,2304
8,5,38,1444
8,5,33,1089
8,4,33,1089
8,4,46,2116
8,5,46,2116
8,3,50,2500
8,3,50,2500
8,7,28,784
8,5,39,1521
8,0,50,2500
8,5,55,3025
8,5,48,2304
8,3,22,484
8,5,34,1156
8,1,31,961
8,5,48,2304
8,8,37,1369
8,4,34,1156
8,6,51,2601
8,5,42,1764
8,10,44,1936
8,7,24,576
8,6,38,1444
8,5,39,1521
8,5,32,1024
8,5,33,1089
8,5,45,2025
8,6,46,2116
8,4,38,1444
8,9,59,3481
8,5,41,1681
8,6,52,2704
8,3,35,1225
8,6,26,676
8,5,44,1936
8,4,30,900
8,5,34,1156
8,5,49,2401
8,5,21,441
8,5,49,2401
8,5,40,1600
8,7,22,484
8,6,45,2025
8,6,35,1225
8,6,43,1849
8,4,46,2116
8,7,52,2704
8,6,58,3364
8,6,55,3025
8,5,54,2916
8,4,49,2401
8,5,55,3025
8,3,31,961
8,5,31,961
8,5,51,2601
8,6,45,2025
8,5,57,3249
8,6,35,1225
8,7,58,3364
8,5,39,1521
8,1,39,1521
8,5,33,1089
8,5,45,2025
8,5,41,1681
8,6,52,2704
8,5,24,576
8,4,53,2809
8,5,36,1296
8,6,27,729
8,4,55,3025
8,4,57,3249
8,4,46,2116
8,5,49,2401
8,5,48,2304
8,4,50,2500
8,1,44,1936
8,5,47,2209
8,6,45,2025
8,3,33,1089
8,6,60,3600
8,4,60,3600
8,0,55,3025
8,6,25,625
8,2,59,3481
8,2,40,1600
8,5,26,676
8,6,36,1296
8,5,46,2116
8,0,43,1849
8,8,22,484
8,5,60,3600
8,5,23,529
8,5,33,1089
8,6,29,841
8,6,40,1600
8,0,47,2209
8,3,32,1024
8,5,38,1444
8,5,47,2209
8,6,24,576
8,6,26,676
8,5,45,2025
8,0,29,841
8,5,50,2500
8,5,49,2401
8,5,27,729
8,5,38,1444
8,6,31,961
8,3,44,1936
8,6,40,1600
8,5,23,529
8,4,42,1764
8,7,35,1225
8,4,57,3249
8,5,26,676
8,5,46,2116
8,6,39,1521
8,6,54,2916
8,6,46,2116
8,1,32,1024
8,8,28,784
8,5,37,1369
8,4,25,625
8,6,50,2500
8,4,40,1600
8,10,42,1764
8,7,31,961
8,6,36,1296
8,6,40,1600
8,6,45,2025
8,6,43,1849
8,7,28,784
8,6,44,1936
8,3,36,1296
8,3,43,1849
8,5,25,625
8,3,45,2025
8,6,57,3249
8,1,40,1600
8,2,39,1521
8,5,39,1521
8,2,41,1681
8,1,34,1156
8,0,38,1444
8,5,45,2025
8,6,53,2809
8,4,44,1936
8,5,32,1024
8,5,30,900
8,6,21,441
8,4,39,1521
8,4,46,2116
8,5,30,900
8,5,42,1764
8,0,35,1225
8,5,44,1936
8,2,40,1600
8,4,39,1521
8,5,40,1600
8,5,50,2500
8,2,52,2704
8,0,48,2304
8,3,43,1849
8,6,52,2704
8,8,44,1936
8,5,36,1296
8,4,31,961
8,4,33,1089
8,6,39,1521
8,5,52,2704
8,3,55,3025
8,0,37,1369
8,5,56,3136
8,5,39,1521
8,6,48,2304
8,5,32,1024
8,5,40,1600
8,5,52,2704
8,5,35,1225
8,7,26,676
8,5,56,3136
8,5,32,1024
8,4,46,2116
8,6,59,3481
8,5,37,1369
8,7,52,2704
8,4,37,1369
8,4,29,841
8,5,59,3481
8,6,52,2704
8,6,43,1849
8,8,23,529
8,5,29,841
8,5,45,2025
8,5,45,2025
8,5,40,1600
8,5,36,1296
8,3,33,1089
8,4,54,2916
8,8,54,2916
8,0,54,2916
8,0,39,1521
8,4,50,2500
8,5,60,3600
8,3,53,2809
8,5,52,2704
8,5,27,729
8,5,37,1369
8,6,47,2209
8,0,23,529
8,5,24,576
8,4,38,1444
8,5,56,3136
8,6,36,1296
8,5,40,1600
8,5,59,3481
8,0,35,1225
8,6,29,841
8,8,28,784
8,5,55,3025
8,5,32,1024
8,5,53,2809
8,2,53,2809
8,5,35,1225
8,8,30,900
8,5,45,2025
8,6,30,900
8,6,59,3481
8,3,50,2500
8,10,28,784
8,5,41,1681
8,6,48,2304
8,5,24,576
8,5,45,2025
8,5,35,1225
8,2,40,1600
8,5,47,2209
8,5,25,625
8,5,44,1936
8,5,49,2401
8,5,34,1156
8,5,41,1681
8,3,60,3600
8,3,41,1681
8,5,43,1849
8,5,40,1600
8,2,25,625
8,5,50,2500
8,5,59,3481
8,5,47,2209
8,4,37,1369
8,3,46,2116
8,5,52,2704
8,7,47,2209
8,6,48,2304
8,6,48,2304
8,5,50,2500
8,8,37,1369
8,6,38,1444
8,5,38,1444
8,5,56,3136
8,5,36,1296
8,6,32,1024
8,6,53,2809
8,7,21,441
8,10,44,1936
8,0,47,2209
8,7,43,1849
8,0,38,1444
8,6,49,2401
8,7,46,2116
8,8,24,576
8,0,37,1369
8,6,41,1681
8,6,29,841
8,5,33,1089
8,6,46,2116
8,6,49,2401
8,5,43,1849
8,5,27,729
8,5,39,1521
8,9,47,2209
8,5,47,2209
8,3,26,676
8,7,54,2916
8,5,34,1156
8,7,60,3600
8,5,30,900
8,4,59,3481
8,10,47,2209
8,8,33,1089
8,5,23,529
8,6,30,900
8,7,45,2025
8,6,27,729
8,7,33,1089
8,10,30,900
8,8,57,3249
8,5,47,2209
8,4,39,1521
8,6,42,1764
8,7,21,441
8,6,47,2209
8,5,37,1369
8,9,36,1296
8,6,22,484
8,5,30,900
8,5,57,3249
8,4,34,1156
8,4,23,529
8,7,40,1600
8,4,45,2025
8,7,50,2500
8,5,36,1296
8,10,40,1600
8,8,26,676
8,6,45,2025
8,6,32,1024
8,5,27,729
8,6,31,961
8,6,59,3481
8,4,47,2209
8,5,33,1089
8,2,48,2304
8,5,39,1521
8,7,25,625
8,6,23,529
8,5,24,576
8,5,58,3364
8,6,52,2704
8,8,24,576
8,3,55,3025
8,6,26,676
8,3,48,2304
8,6,34,1156
8,8,54,2916
8,7,23,529
8,8,40,1600
8,6,58,3364
8,5,48,2304
8,5,56,3136
8,0,38,1444
8,5,39,1521
8,6,48,2304
8,4,43,1849
8,6,47,2209
8,5,40,1600
8,4,59,3481
8,4,30,900
8,3,45,2025
8,5,38,1444
8,8,41,1681
8,6,44,1936
8,5,37,1369
8,4,45,2025
8,4,44,1936
8,5,59,3481
8,5,34,1156
8,8,24,576
8,5,40,1600
8,6,45,2025
8,5,42,1764
8,1,32,1024
8,1,52,2704
8,4,45,2025
8,1,47,2209
8,4,44,1936
8,10,50,2500
8,4,55,3025
8,6,35,1225
8,5,37,1369
8,6,31,961
8,4,23,529
8,5,46,2116
8,5,53,2809
8,7,27,729
8,5,39,1521
8,8,50,2500
8,5,47,2209
8,5,39,1521
8,3,50,2500
8,8,36,1296
8,5,47,2209
8,8,34,1156
8,7,37,1369
8,0,39,1521
8,0,49,2401
8,5,42,1764
8,5,38,1444
8,6,52,2704
8,6,49,2401
8,6,40,1600
8,2,44,1936
8,2,48,2304
8,5,43,1849
8,8,45,2025
8,0,33,1089
8,8,34,1156
8,5,21,441
8,5,36,1296
8,4,23,529
8,5,43,1849
8,8,60,3600
8,5,33,1089
8,6,23,529
8,5,46,2116
8,5,39,1521
8,8,50,2500
8,6,23,529
8,8,60,3600
8,5,54,2916
8,5,41,1681
8,6,51,2601
8,4,57,3249
8,6,54,2916
8,6,39,1521
8,8,32,1024
8,10,21,441
8,6,56,3136
8,10,30,900
8,7,30,900
8,1,40,1600
8,5,33,1089
8,0,38,1444
8,10,60,3600
8,4,51,2601
8,2,40,1600
8,7,60,3600
8,5,32,1024
8,3,56,3136
8,7,26,676
8,6,47,2209
8,4,51,2601
8,3,46,2116
8,5,51,2601
8,6,50,2500
8,5,35,1225
8,0,43,1849
8,8,38,1444
8,10,46,2116
8,8,33,1089
8,7,55,3025
8,5,24,576
8,10,36,1296
8,6,53,2809
8,6,41,1681
8,5,35,1225
8,6,34,1156
8,8,59,3481
8,8,35,1225
8,8,39,1521
8,9,43,1849
8,5,24,576
8,5,44,1936
8,5,48,2304
8,5,45,2025
8,5,32,1024
8,8,49,2401
8,6,23,529
8,4,40,1600
8,6,31,961
8,4,25,625
8,6,54,2916
8,4,46,2116
8,4,29,841
8,9,56,3136
8,8,49,2401
8,9,41,1681
8,10,58,3364
8,6,50,2500
8,6,35,1225
8,7,22,484
8,8,48,2304
8,2,29,841
8,6,40,1600
8,7,51,2601
8,8,38,1444
8,6,21,441
8,6,48,2304
8,9,21,441
8,5,59,3481
8,5,34,1156
8,3,34,1156
8,9,39,1521
8,0,38,1444
8,5,45,2025
8,7,43,1849
8,4,55,3025
8,2,46,2116
8,5,40,1600
8,9,39,1521
8,6,60,3600
8,7,29,841
8,6,43,1849
8,6,25,625
8,0,32,1024
8,7,50,2500
8,6,29,841
8,3,35,1225
8,4,48,2304
8,2,43,1849
8,5,45,2025
8,5,45,2025
8,5,34,1156
8,7,33,1089
8,4,50,2500
8,8,38,1444
8,6,27,729
8,3,39,1521
8,4,38,1444
8,2,47,2209
8,7,45,2025
8,7,53,2809
8,8,22,484
8,3,58,3364
8,5,46,2116
8,10,29,841
8,6,39,1521
8,2,41,1681
8,7,32,1024
8,2,39,1521
8,4,39,1521
8,5,31,961
8,6,25,625
8,4,44,1936
8,6,41,1681
8,5,39,1521
8,5,47,2209
8,8,22,484
8,5,43,1849
8,6,42,1764
8,5,36,1296
8,5,46,2116
8,5,34,1156
8,8,51,2601
8,6,50,2500
8,6,44,1936
8,10,37,1369
8,3,38,1444
8,5,34,1156
8,3,42,1764
8,5,48,2304
8,7,37,1369
8,6,36,1296
8,2,48,2304
8,6,53,2809
8,7,39,1521
8,7,32,1024
8,5,40,1600
8,0,37,1369
8,2,40,1600
8,4,58,3364
8,6,40,1600
8,5,34,1156
8,7,34,1156
8,5,34,1156
8,5,37,1369
8,0,37,1369
8,4,59,3481
8,7,22,484
8,7,41,1681
8,5,52,2704
8,5,43,1849
8,9,42,1764
8,4,44,1936
8,5,33,1089
8,4,24,576
8,5,22,484
8,5,28,784
8,5,29,841
8,5,36,1296
8,5,28,784
8,4,60,3600
8,3,33,1089
8,4,33,1089
8,6,55,3025
8,5,37,1369
8,8,40,1600
8,2,49,2401
8,7,29,841
8,6,30,900
8,5,49,2401
8,4,26,676
8,7,47,2209
8,4,48,2304
8,5,32,1024
8,7,56,3136
8,5,39,1521
8,5,39,1521
8,6,39,1521
8,7,38,1444
8,2,32,1024
8,2,40,1600
8,3,41,1681
8,7,49,2401
8,5,40,1600
8,6,60,3600
8,5,32,1024
8,6,39,1521
8,0,50,2500
8,3,27,729
8,7,52,2704
8,5,54,2916
8,5,30,900
8,3,30,900
8,8,32,1024
8,5,34,1156
8,3,36,1296
8,8,40,1600
8,3,42,1764
8,8,40,1600
8,3,34,1156
8,8,30,900
8,4,39,1521
8,7,52,2704
8,5,39,1521
8,6,57,3249
8,5,42,1764
8,7,46,2116
8,7,46,2116
8,5,50,2500
8,3,34,1156
8,3,32,1024
8,3,22,484
8,4,51,2601
8,7,25,625
8,2,23,529
8,5,27,729
8,6,48,2304
8,3,31,961
8,0,39,1521
8,5,55,3025
8,2,58,3364
8,5,39,1521
8,3,37,1369
8,7,60,3600
8,0,35,1225
8,5,22,484
8,5,49,2401
8,7,40,1600
8,6,31,961
8,5,44,1936
8,6,38,1444
8,5,28,784
8,5,40,1600
8,5,37,1369
8,3,31,961
8,5,40,1600
8,5,31,961
8,8,49,2401
8,5,46,2116
8,4,31,961
8,6,28,784
8,5,35,1225
8,8,58,3364
8,5,60,3600
8,8,46,2116
8,5,60,3600
8,5,26,676
8,8,46,2116
8,2,60,3600
17,5,41,1681
17,5,21,441
17,5,44,1936
17,5,21,441
17,4,29,841
17,6,54,2916
17,6,48,2304
17,8,26,676
17,5,44,1936
17,8,45,2025
17,5,50,2500
17,6,30,900
17,8,28,784
17,5,26,676
17,5,26,676
17,5,33,1089
17,6,27,729
17,5,28,784
17,5,31,961
17,5,48,2304
17,8,30,900
17,5,33,1089
17,5,26,676
17,5,22,484
17,5,54,2916
17,6,21,441
17,5,39,1521
17,8,40,1600
17,8,22,484
17,4,36,1296
17,6,26,676
17,4,23,529
17,9,32,1024
17,5,22,484
17,7,46,2116
17,6,44,1936
17,7,44,1936
17,5,31,961
17,1,24,576
17,5,31,961
17,5,35,1225
17,5,28,784
17,5,53,2809
17,5,37,1369
17,6,28,784
17,5,59,3481
17,4,39,1521
17,5,34,1156
17,9,40,1600
17,7,26,676
17,6,38,1444
17,6,39,1521
17,5,43,1849
17,3,41,1681
17,9,54,2916
17,5,63,3969
17,5,30,900
17,1,25,625
17,7,38,1444
17,5,40,1600
17,5,33,1089
17,5,21,441
17,5,39,1521
17,5,33,1089
17,4,39,1521
17,3,30,900
17,2,26,676
17,6,42,1764
17,6,24,576
17,3,30,900
17,5,49,2401
17,5,31,961
17,5,34,1156
17,5,42,1764
17,5,46,2116
17,7,55,3025
17,4,33,1089
17,4,50,2500
17,4,26,676
17,2,25,625
17,5,35,1225
17,5,32,1024
17,0,32,1024
17,4,58,3364
17,6,38,1444
17,3,40,1600
17,6,22,484
17,5,57,3249
17,7,38,1444
17,1,43,1849
17,8,64,4096
17,6,41,1681
17,7,48,2304
17,6,48,2304
17,8,48,2304
17,1,50,2500
17,3,25,625
17,5,26,676
17,0,42,1764
17,5,31,961
17,5,23,529
17,4,22,484
17,6,58,3364
17,7,23,529
17,10,55,3025
17,0,62,3844
17,5,32,1024
17,7,40,1600
17,5,38,1444
17,5,36,1296
17,5,35,1225
17,5,50,2500
17,5,26,676
17,5,47,2209
17,8,32,1024
17,4,34,1156
17,5,44,1936
17,5,28,784
17,5,30,900
17,4,25,625
17,0,24,576
17,4,45,2025
17,5,28,784
17,5,36,1296
17,5,52,2704
17,5,28,784
17,6,26,676
17,10,32,1024
17,6,43,1849
17,3,37,1369
17,5,34,1156
17,3,36,1296
17,10,27,729
17,8,23,529
17,5,44,1936
17,8,50,2500
17,3,24,576
17,9,35,1225
17,5,34,1156
17,5,40,1600
17,5,28,784
17,5,32,1024
17,5,26,676
17,4,39,1521
17,5,24,576
17,5,36,1296
17,4,31,961
17,5,39,1521
17,6,50,2500
17,5,32,1024
17,6,24,576
17,6,22,484
17,8,21,441
17,6,57,3249
17,6,21,441
17,7,38,1444
17,10,51,2601
17,10,23,529
17,10,26,676
17,8,57,3249
17,10,26,676
17,5,55,3025
17,4,28,784
17,10,35,1225
17,6,53,2809
17,8,55,3025
17,6,41,1681
17,5,45,2025
17,5,42,1764
17,7,40,1600
17,8,39,1521
17,8,23,529
17,8,24,576
17,7,26,676
17,5,34,1156
17,4,27,729
17,7,30,900
17,6,24,576
17,8,41,1681
17,6,45,2025
17,7,42,1764
17,5,57,3249
17,7,43,1849
17,5,35,1225
17,7,34,1156
17,5,39,1521
17,5,35,1225
17,5,26,676
17,5,36,1296
17,4,33,1089
17,6,35,1225
17,4,25,625
17,3,50,2500
17,8,55,3025
17,6,21,441
17,6,53,2809
17,6,46,2116
17,5,63,3969
17,6,41,1681
17,4,34,1156
17,4,45,2025
17,4,60,3600
17,5,28,784
17,7,40,1600
17,5,40,1600
17,5,57,3249
17,7,35,1225
17,7,30,900
17,5,56,3136
17,6,46,2116
17,8,50,2500
17,4,45,2025
17,8,40,1600
17,7,34,1156
17,5,25,625
17,5,24,576
17,5,48,2304
17,3,24,576
17,6,21,441
17,7,33,1089
17,5,29,841
17,10,25,625
17,8,31,961
17,8,31,961
17,10,29,841
17,6,32,1024
17,7,35,1225
17,8,32,1024
17,6,31,961
17,6,27,729
17,8,29,841
17,6,29,841
17,7,42,1764
17,4,35,1225
17,6,38,1444
17,4,40,1600
17,5,60,3600
17,8,35,1225
17,5,40,1600
17,6,21,441
17,8,26,676
17,7,50,2500
17,7,55,3025
17,8,35,1225
17,9,42,1764
17,7,51,2601
17,7,46,2116
17,6,35,1225
17,6,48,2304
17,6,24,576
17,6,60,3600
17,7,55,3025
17,7,38,1444
17,7,40,1600
17,4,50,2500
17,0,35,1225
17,0,35,1225
17,5,38,1444
17,6,60,3600
17,5,28,784
17,7,40,1600
17,6,36,1296
17,4,43,1849
17,3,45,2025
17,5,33,1089
17,5,37,1369
17,7,21,441
17,5,34,1156
17,6,54,2916
17,5,42,1764
17,5,57,3249
17,1,52,2704
17,5,30,900
17,5,38,1444
17,5,30,900
17,5,44,1936
17,6,21,441
17,5,44,1936
17,5,29,841
17,5,39,1521
17,6,40,1600
17,6,28,784
17,5,29,841
17,5,35,1225
17,5,35,1225
17,4,26,676
17,10,55,3025
17,5,35,1225
17,3,23,529
17,5,26,676
17,5,26,676
17,3,29,841
17,1,24,576
17,5,24,576
17,8,60,3600
17,10,24,576
17,5,28,784
17,5,32,1024
17,5,36,1296
17,6,43,1849
17,6,28,784
17,5,21,441
17,10,65,4225
17,7,26,676
17,2,23,529
17,6,38,1444
17,1,48,2304
17,1,34,1156
17,5,36,1296
17,7,28,784
17,8,60,3600
17,6,30,900
17,8,34,1156
17,5,59,3481
17,5,26,676
17,5,26,676
17,5,34,1156
17,5,27,729
17,4,27,729
17,5,45,2025
17,2,40,1600
17,8,60,3600
17,5,28,784
17,5,24,576
17,5,39,1521
17,5,47,2209
17,6,54,2916
17,5,44,1936
17,7,31,961
17,5,46,2116
17,0,47,2209
17,6,64,4096
17,7,29,841
17,7,38,1444
17,7,32,1024
17,10,55,3025
17,7,38,1444
17,7,25,625
17,5,22,484
