ccode_pew,satis,age,age2
17,7,38,1444
17,6,44,1936
17,7,22,484
17,10,51,2601
17,5,54,2916
17,5,21,441
17,1,39,1521
17,5,48,2304
17,5,30,900
17,5,40,1600
17,5,58,3364
17,5,57,3249
17,4,23,529
17,6,29,841
17,0,39,1521
17,5,52,2704
17,6,21,441
17,5,51,2601
17,6,23,529
17,6,21,441
17,5,25,625
17,5,25,625
17,6,23,529
17,6,27,729
17,5,21,441
17,8,32,1024
17,8,32,1024
17,8,28,784
17,6,59,3481
17,7,49,2401
17,7,31,961
17,6,32,1024
17,6,51,2601
17,4,26,676
17,5,24,576
17,3,50,2500
17,5,30,900
17,5,28,784
17,5,39,1521
17,10,30,900
17,6,31,961
17,6,25,625
17,7,60,3600
17,6,39,1521
17,8,21,441
17,6,37,1369
17,2,31,961
17,7,34,1156
17,5,53,2809
17,5,47,2209
17,5,37,1369
17,5,37,1369
17,6,26,676
17,7,22,484
17,9,37,1369
17,3,48,2304
17,5,60,3600
17,5,45,2025
17,6,32,1024
17,5,43,1849
17,8,22,484
17,3,32,1024
17,4,33,1089
17,2,45,2025
17,2,35,1225
17,4,45,2025
17,0,35,1225
17,8,32,1024
17,4,24,576
17,5,40,1600
17,8,21,441
17,1,40,1600
17,5,38,1444
17,4,41,1681
17,1,60,3600
17,4,54,2916
17,6,47,2209
17,8,32,1024
17,4,22,484
17,5,40,1600
17,2,27,729
17,3,23,529
17,1,46,2116
17,1,42,1764
17,5,40,1600
17,3,30,900
17,4,40,1600
17,1,50,2500
17,5,26,676
17,1,35,1225
17,3,40,1600
17,4,32,1024
17,3,35,1225
17,7,22,484
17,2,30,900
17,3,50,2500
17,2,23,529
17,6,45,2025
17,6,30,900
17,4,37,1369
17,5,45,2025
17,5,25,625
17,5,27,729
17,5,45,2025
17,7,30,900
17,4,35,1225
17,3,45,2025
17,5,40,1600
17,5,35,1225
17,0,35,1225
17,2,21,441
17,5,30,900
17,4,22,484
17,6,30,900
17,5,28,784
17,2,64,4096
17,3,24,576
17,5,55,3025
17,3,50,2500
17,5,48,2304
17,4,36,1296
17,3,26,676
17,5,28,784
17,5,28,784
17,5,28,784
17,3,40,1600
17,9,50,2500
17,5,36,1296
17,4,30,900
17,2,40,1600
17,3,50,2500
17,1,45,2025
17,4,50,2500
17,3,40,1600
17,3,50,2500
17,2,30,900
17,6,32,1024
17,8,31,961
17,5,35,1225
17,4,60,3600
17,5,56,3136
17,5,28,784
17,6,36,1296
17,0,38,1444
17,7,35,1225
17,1,50,2500
17,3,30,900
17,4,25,625
17,5,50,2500
17,10,23,529
17,10,25,625
17,10,27,729
17,5,52,2704
17,5,52,2704
17,1,29,841
17,7,40,1600
17,6,25,625
17,5,26,676
17,4,40,1600
17,6,22,484
17,7,31,961
17,4,50,2500
17,5,26,676
17,7,33,1089
17,5,35,1225
17,5,31,961
17,4,41,1681
17,1,50,2500
17,10,40,1600
17,4,36,1296
17,8,27,729
17,8,22,484
17,5,45,2025
17,6,29,841
17,7,35,1225
17,5,39,1521
17,4,28,784
17,7,26,676
17,7,49,2401
17,5,42,1764
17,5,35,1225
17,6,37,1369
17,5,32,1024
17,3,25,625
17,6,30,900
17,5,27,729
17,2,30,900
17,7,35,1225
17,3,30,900
17,5,36,1296
17,2,44,1936
17,4,30,900
17,5,30,900
17,7,34,1156
17,4,28,784
17,8,22,484
17,10,30,900
17,5,37,1369
17,5,40,1600
17,5,36,1296
17,5,45,2025
17,4,38,1444
17,7,37,1369
17,4,48,2304
17,5,38,1444
17,2,24,576
17,5,45,2025
17,3,22,484
17,9,35,1225
17,3,32,1024
17,5,30,900
17,8,38,1444
17,7,25,625
17,9,40,1600
17,4,45,2025
17,6,62,3844
17,3,32,1024
17,2,45,2025
17,4,30,900
17,6,25,625
17,5,63,3969
17,9,32,1024
17,4,45,2025
17,4,60,3600
17,1,23,529
17,10,30,900
17,3,26,676
17,6,45,2025
17,5,35,1225
17,10,40,1600
17,5,45,2025
17,4,28,784
17,3,30,900
17,5,45,2025
17,3,40,1600
17,4,25,625
17,9,38,1444
17,9,35,1225
17,6,40,1600
17,10,28,784
17,6,27,729
17,5,34,1156
17,3,25,625
17,3,28,784
17,6,25,625
17,5,30,900
17,8,35,1225
17,7,38,1444
17,8,27,729
17,7,48,2304
17,0,64,4096
17,0,42,1764
17,9,31,961
17,9,45,2025
17,5,39,1521
17,5,39,1521
17,3,64,4096
17,7,33,1089
17,10,40,1600
17,9,28,784
17,5,38,1444
17,7,21,441
17,5,23,529
17,5,30,900
17,5,39,1521
17,6,27,729
17,0,65,4225
17,10,26,676
17,8,21,441
17,5,30,900
17,5,59,3481
17,2,27,729
17,9,22,484
17,0,30,900
17,5,46,2116
17,5,35,1225
17,5,34,1156
17,8,30,900
17,5,55,3025
17,9,24,576
17,2,55,3025
17,5,32,1024
17,3,35,1225
17,5,21,441
17,2,48,2304
17,5,29,841
17,6,21,441
17,4,43,1849
17,5,42,1764
17,5,21,441
17,5,41,1681
17,7,28,784
17,5,28,784
17,5,32,1024
17,5,24,576
17,5,40,1600
17,5,41,1681
17,5,44,1936
17,5,35,1225
17,3,26,676
17,10,42,1764
17,7,37,1369
17,4,56,3136
17,5,44,1936
17,0,28,784
17,5,43,1849
17,5,49,2401
17,5,46,2116
17,5,24,576
17,3,42,1764
17,2,38,1444
17,4,38,1444
17,1,40,1600
17,1,26,676
17,5,57,3249
17,4,48,2304
17,5,45,2025
17,6,48,2304
17,8,53,2809
17,5,42,1764
17,1,41,1681
17,5,49,2401
17,5,45,2025
17,3,52,2704
17,5,38,1444
17,5,38,1444
17,5,52,2704
17,5,21,441
17,5,35,1225
17,5,38,1444
17,5,34,1156
17,4,33,1089
17,5,34,1156
17,1,34,1156
17,4,39,1521
17,5,51,2601
17,5,29,841
17,5,50,2500
17,3,36,1296
17,5,55,3025
17,5,35,1225
17,5,38,1444
17,10,49,2401
17,5,26,676
17,5,56,3136
17,5,45,2025
17,5,52,2704
17,5,38,1444
17,5,48,2304
17,0,32,1024
17,5,30,900
17,5,22,484
17,5,30,900
17,5,29,841
17,4,35,1225
17,1,25,625
17,5,22,484
17,0,55,3025
17,5,40,1600
17,2,26,676
17,7,32,1024
17,5,35,1225
17,2,40,1600
17,2,41,1681
17,4,42,1764
17,3,26,676
17,7,24,576
17,5,48,2304
17,4,49,2401
17,5,25,625
17,4,40,1600
17,5,60,3600
17,5,32,1024
17,5,44,1936
17,5,40,1600
17,0,42,1764
17,6,34,1156
17,5,47,2209
17,5,50,2500
17,5,62,3844
17,0,32,1024
17,5,30,900
17,3,38,1444
17,5,55,3025
17,8,35,1225
17,5,35,1225
17,7,38,1444
17,6,35,1225
17,5,27,729
17,7,25,625
17,4,38,1444
17,10,36,1296
17,8,39,1521
17,4,24,576
17,5,51,2601
17,5,37,1369
17,5,61,3721
17,7,37,1369
17,7,49,2401
17,10,38,1444
17,5,29,841
17,6,25,625
17,5,47,2209
17,6,21,441
17,5,64,4096
17,5,65,4225
17,3,34,1156
17,5,40,1600
17,5,52,2704
17,6,22,484
17,5,64,4096
17,6,38,1444
17,9,55,3025
17,7,54,2916
17,0,64,4096
17,6,28,784
17,6,26,676
17,1,30,900
17,5,41,1681
17,5,38,1444
17,5,55,3025
17,1,50,2500
17,6,56,3136
17,6,41,1681
17,4,32,1024
17,3,32,1024
17,4,65,4225
17,6,21,441
17,5,42,1764
17,8,53,2809
17,3,22,484
17,5,26,676
17,1,35,1225
17,3,51,2601
17,5,28,784
17,8,38,1444
17,5,30,900
17,8,24,576
17,5,23,529
17,10,23,529
17,5,35,1225
17,5,65,4225
17,8,60,3600
17,4,65,4225
17,6,46,2116
17,7,25,625
17,5,28,784
17,5,30,900
17,3,24,576
17,3,58,3364
17,7,32,1024
17,5,50,2500
17,6,53,2809
17,6,33,1089
17,6,30,900
17,6,39,1521
17,5,30,900
17,7,35,1225
17,5,40,1600
17,10,59,3481
17,2,60,3600
17,8,45,2025
17,2,22,484
17,2,45,2025
17,7,26,676
17,0,21,441
17,2,42,1764
17,3,48,2304
17,3,31,961
17,4,51,2601
17,2,24,576
17,5,58,3364
17,5,55,3025
17,5,56,3136
17,5,21,441
17,5,60,3600
17,3,64,4096
17,5,25,625
17,2,55,3025
17,5,27,729
17,5,37,1369
17,7,37,1369
17,5,48,2304
17,7,22,484
17,5,28,784
17,5,34,1156
17,4,33,1089
17,5,44,1936
17,5,45,2025
17,6,22,484
17,7,58,3364
17,3,48,2304
17,6,31,961
17,1,24,576
17,4,21,441
17,4,51,2601
17,5,42,1764
17,0,44,1936
17,5,56,3136
17,4,32,1024
17,1,39,1521
17,3,45,2025
17,3,40,1600
17,5,38,1444
17,5,26,676
17,5,32,1024
17,5,49,2401
17,3,40,1600
17,4,45,2025
17,7,23,529
17,5,22,484
17,5,42,1764
17,8,35,1225
17,6,21,441
17,5,48,2304
17,6,42,1764
17,6,49,2401
17,7,34,1156
17,5,25,625
17,6,34,1156
17,4,42,1764
17,5,35,1225
17,0,38,1444
17,1,29,841
17,0,26,676
17,1,34,1156
17,4,60,3600
17,6,30,900
17,3,47,2209
17,7,21,441
17,3,47,2209
17,6,28,784
17,5,34,1156
17,4,32,1024
17,5,51,2601
17,5,44,1936
17,3,40,1600
17,5,38,1444
17,4,40,1600
17,5,26,676
17,2,25,625
17,3,25,625
17,3,24,576
17,5,45,2025
17,3,44,1936
17,4,32,1024
17,5,33,1089
17,5,30,900
17,5,22,484
17,5,50,2500
17,7,29,841
17,5,46,2116
17,5,47,2209
17,9,47,2209
17,3,33,1089
17,2,22,484
17,5,38,1444
17,5,32,1024
17,5,30,900
17,7,30,900
17,10,39,1521
17,5,58,3364
17,6,49,2401
17,4,22,484
17,2,48,2304
17,5,35,1225
17,4,35,1225
17,6,39,1521
17,8,50,2500
17,5,52,2704
17,6,24,576
17,2,34,1156
17,2,55,3025
17,5,28,784
17,2,26,676
17,6,24,576
17,3,28,784
17,6,45,2025
17,8,42,1764
17,8,63,3969
17,5,26,676
17,5,34,1156
17,6,24,576
17,5,54,2916
17,2,34,1156
17,5,24,576
17,8,21,441
17,6,31,961
17,5,49,2401
17,4,29,841
17,6,44,1936
17,5,29,841
17,8,29,841
17,5,25,625
17,5,24,576
17,5,38,1444
17,8,34,1156
17,8,38,1444
17,5,34,1156
17,3,25,625
17,3,22,484
17,8,35,1225
17,2,35,1225
17,2,26,676
17,5,32,1024
17,5,63,3969
17,4,38,1444
17,6,47,2209
17,5,27,729
17,3,32,1024
17,6,40,1600
17,6,34,1156
17,5,35,1225
17,5,32,1024
17,6,45,2025
17,6,42,1764
17,8,40,1600
17,5,38,1444
17,6,55,3025
17,8,23,529
17,5,34,1156
17,5,28,784
17,7,32,1024
17,5,39,1521
17,5,45,2025
17,4,22,484
17,4,40,1600
17,6,45,2025
17,5,31,961
17,5,28,784
17,4,22,484
17,5,25,625
17,3,35,1225
17,5,55,3025
17,5,44,1936
17,7,22,484
17,5,44,1936
17,5,36,1296
17,6,39,1521
17,4,28,784
17,5,28,784
17,4,28,784
17,5,25,625
17,5,60,3600
17,5,32,1024
17,5,34,1156
17,8,25,625
17,3,40,1600
17,6,27,729
17,3,35,1225
17,5,27,729
17,8,22,484
17,5,40,1600
17,6,44,1936
17,8,24,576
17,5,27,729
17,8,37,1369
17,7,21,441
17,5,43,1849
17,5,48,2304
17,8,40,1600
17,5,22,484
17,0,34,1156
17,2,34,1156
17,5,25,625
17,5,30,900
17,2,42,1764
17,5,22,484
17,3,50,2500
17,5,34,1156
17,6,23,529
17,4,41,1681
17,2,61,3721
17,4,34,1156
17,0,35,1225
17,0,28,784
17,3,43,1849
17,8,26,676
17,3,50,2500
17,5,30,900
17,2,44,1936
17,5,34,1156
17,5,34,1156
17,5,59,3481
17,5,40,1600
17,4,30,900
17,4,24,576
17,5,30,900
17,6,35,1225
17,6,28,784
17,3,29,841
17,4,40,1600
17,5,55,3025
17,5,36,1296
17,4,45,2025
17,0,23,529
17,5,55,3025
17,1,38,1444
17,2,41,1681
17,5,23,529
17,0,30,900
17,5,63,3969
17,4,27,729
17,7,35,1225
17,4,35,1225
17,3,35,1225
17,3,32,1024
17,2,23,529
17,4,40,1600
17,3,35,1225
17,3,35,1225
17,5,30,900
17,4,50,2500
17,6,38,1444
17,5,30,900
17,5,22,484
17,5,23,529
17,6,35,1225
17,4,62,3844
17,5,33,1089
17,5,51,2601
17,0,22,484
17,2,51,2601
17,2,27,729
17,1,27,729
17,3,45,2025
17,0,37,1369
17,1,62,3844
17,2,32,1024
17,2,35,1225
17,0,38,1444
17,2,63,3969
17,0,60,3600
17,2,35,1225
17,5,22,484
17,5,36,1296
17,2,39,1521
17,5,33,1089
17,5,45,2025
17,5,63,3969
17,5,44,1936
17,5,44,1936
17,0,22,484
17,5,29,841
17,5,49,2401
17,6,45,2025
17,6,49,2401
17,5,39,1521
17,5,29,841
17,7,25,625
17,7,25,625
17,3,30,900
17,5,40,1600
17,3,54,2916
17,9,55,3025
17,6,34,1156
17,5,45,2025
17,6,36,1296
17,8,58,3364
17,8,49,2401
17,5,52,2704
17,3,51,2601
17,5,30,900
17,5,24,576
17,1,34,1156
17,5,24,576
17,5,32,1024
17,5,40,1600
17,5,35,1225
17,5,34,1156
17,8,31,961
17,5,45,2025
17,4,45,2025
17,6,23,529
17,5,45,2025
17,5,26,676
17,5,24,576
17,4,22,484
17,5,38,1444
17,7,25,625
17,3,30,900
17,3,32,1024
17,3,45,2025
17,3,30,900
17,5,30,900
17,5,21,441
17,5,59,3481
17,5,39,1521
17,5,21,441
17,5,23,529
17,5,34,1156
17,8,21,441
17,5,42,1764
17,5,28,784
17,8,23,529
17,7,21,441
17,5,30,900
17,10,65,4225
17,7,65,4225
17,8,23,529
17,4,43,1849
17,3,25,625
17,5,31,961
17,5,32,1024
17,3,31,961
17,0,42,1764
17,4,26,676
17,0,42,1764
17,6,45,2025
17,10,57,3249
17,5,35,1225
17,4,32,1024
17,8,48,2304
17,8,44,1936
17,7,30,900
17,4,50,2500
17,5,25,625
17,7,25,625
17,3,50,2500
17,3,38,1444
17,4,48,2304
17,6,22,484
17,1,41,1681
17,3,22,484
17,4,60,3600
17,1,21,441
17,6,59,3481
17,5,24,576
17,5,44,1936
17,7,25,625
17,10,46,2116
17,5,36,1296
17,0,43,1849
17,5,34,1156
17,0,45,2025
17,2,60,3600
17,3,44,1936
17,1,28,784
17,2,24,576
17,3,43,1849
17,1,35,1225
17,5,41,1681
17,6,21,441
17,5,41,1681
17,5,37,1369
17,3,50,2500
17,7,28,784
17,6,39,1521
17,3,40,1600
17,4,34,1156
17,7,45,2025
17,8,28,784
17,5,25,625
17,8,45,2025
17,8,27,729
17,5,36,1296
17,4,25,625
17,10,21,441
17,6,27,729
17,4,28,784
17,6,35,1225
17,4,35,1225
17,4,60,3600
17,10,22,484
17,5,60,3600
17,8,22,484
17,7,39,1521
17,3,49,2401
17,5,31,961
17,7,32,1024
17,3,26,676
17,5,23,529
17,5,25,625
17,5,25,625
17,5,22,484
17,6,24,576
17,8,28,784
17,5,31,961
17,5,23,529
17,7,27,729
17,2,25,625
17,8,38,1444
17,5,45,2025
17,4,39,1521
17,6,64,4096
17,8,58,3364
17,7,27,729
17,5,41,1681
17,8,34,1156
17,3,31,961
17,3,29,841
17,6,29,841
17,2,21,441
17,7,57,3249
17,3,33,1089
17,6,47,2209
17,4,30,900
17,10,34,1156
17,5,59,3481
17,4,23,529
17,7,21,441
17,4,57,3249
17,8,46,2116
17,5,63,3969
17,5,53,2809
17,3,32,1024
17,5,50,2500
17,5,35,1225
17,5,42,1764
17,6,35,1225
17,0,49,2401
17,5,39,1521
17,7,21,441
17,7,34,1156
17,5,25,625
17,5,35,1225
17,3,26,676
17,5,41,1681
17,1,24,576
17,2,28,784
17,3,50,2500
17,8,59,3481
17,5,27,729
17,3,39,1521
17,6,34,1156
17,5,28,784
17,8,35,1225
17,5,44,1936
17,5,23,529
17,5,25,625
17,3,24,576
17,6,39,1521
17,5,39,1521
17,5,39,1521
17,5,32,1024
17,3,23,529
17,0,55,3025
17,5,29,841
17,5,46,2116
17,7,36,1296
17,5,32,1024
17,0,53,2809
17,4,31,961
17,2,36,1296
17,3,39,1521
17,6,30,900
17,6,42,1764
17,0,58,3364
17,6,28,784
17,7,31,961
17,5,50,2500
17,2,44,1936
17,1,60,3600
17,2,32,1024
17,5,57,3249
17,3,41,1681
17,5,41,1681
17,4,32,1024
17,5,60,3600
17,5,31,961
17,4,40,1600
17,2,41,1681
17,0,55,3025
17,5,54,2916
17,7,45,2025
17,6,27,729
17,3,56,3136
17,5,34,1156
17,4,50,2500
17,5,41,1681
17,0,36,1296
17,10,30,900
17,7,43,1849
17,5,44,1936
17,0,49,2401
17,5,40,1600
17,2,39,1521
17,5,32,1024
17,5,47,2209
17,9,35,1225
17,4,37,1369
17,2,30,900
17,1,26,676
17,1,52,2704
17,2,22,484
17,4,64,4096
17,4,25,625
17,4,25,625
17,1,25,625
17,0,25,625
17,6,25,625
17,5,34,1156
17,3,31,961
17,5,49,2401
17,4,49,2401
17,4,21,441
17,5,27,729
17,6,22,484
17,4,43,1849
17,4,24,576
17,4,32,1024
17,3,34,1156
17,5,22,484
17,2,25,625
17,4,27,729
17,8,23,529
17,2,25,625
17,5,23,529
17,4,56,3136
17,7,25,625
17,6,34,1156
17,6,37,1369
17,6,32,1024
17,5,21,441
17,6,59,3481
17,5,24,576
17,6,52,2704
17,5,59,3481
17,6,59,3481
17,4,35,1225
17,2,24,576
17,4,29,841
17,4,39,1521
17,5,21,441
17,4,29,841
17,7,39,1521
17,5,41,1681
17,4,40,1600
17,4,21,441
17,4,53,2809
17,4,24,576
17,4,44,1936
17,7,37,1369
17,8,28,784
17,5,25,625
17,6,44,1936
17,2,23,529
17,6,64,4096
17,9,49,2401
17,6,34,1156
17,7,45,2025
17,6,29,841
17,5,36,1296
17,7,37,1369
17,5,25,625
17,5,54,2916
17,7,25,625
17,7,39,1521
17,8,45,2025
17,8,26,676
17,9,49,2401
17,4,29,841
17,8,51,2601
17,4,23,529
17,6,29,841
17,8,34,1156
17,8,47,2209
17,8,27,729
17,3,33,1089
17,7,22,484
17,6,36,1296
17,9,36,1296
17,8,39,1521
17,9,29,841
17,8,57,3249
17,8,38,1444
17,6,63,3969
17,7,34,1156
17,5,49,2401
17,3,27,729
17,5,21,441
17,5,58,3364
17,6,45,2025
17,5,52,2704
17,7,46,2116
17,7,35,1225
17,7,27,729
17,5,22,484
17,6,29,841
17,6,54,2916
17,7,41,1681
17,4,21,441
17,4,33,1089
17,3,24,576
17,4,27,729
17,4,27,729
17,6,31,961
17,3,39,1521
17,4,54,2916
17,3,37,1369
17,8,28,784
17,6,24,576
17,5,22,484
17,5,22,484
17,5,51,2601
17,6,44,1936
17,7,29,841
17,6,47,2209
17,6,26,676
17,6,21,441
17,4,29,841
17,5,64,4096
17,1,28,784
17,0,47,2209
17,3,46,2116
17,5,39,1521
17,3,34,1156
17,6,22,484
17,1,22,484
17,5,60,3600
17,2,60,3600
17,6,24,576
17,5,27,729
17,4,21,441
17,1,38,1444
17,7,31,961
17,3,36,1296
17,5,47,2209
17,7,34,1156
17,5,52,2704
17,0,24,576
17,8,23,529
17,5,44,1936
17,5,54,2916
17,5,35,1225
17,5,21,441
17,6,30,900
17,5,34,1156
17,5,32,1024
17,5,57,3249
17,2,22,484
17,5,56,3136
17,4,28,784
17,5,30,900
17,5,38,1444
17,4,35,1225
17,8,35,1225
17,0,42,1764
17,8,31,961
17,1,35,1225
17,3,62,3844
17,5,25,625
17,5,39,1521
17,5,29,841
17,5,22,484
17,5,42,1764
17,5,37,1369
17,4,28,784
17,5,59,3481
17,6,37,1369
17,4,34,1156
17,6,36,1296
17,6,29,841
17,6,31,961
17,7,38,1444
17,7,49,2401
17,8,60,3600
17,7,60,3600
17,7,24,576
17,5,21,441
17,3,45,2025
17,3,22,484
17,5,54,2916
17,3,45,2025
17,4,33,1089
17,5,58,3364
17,5,30,900
17,5,40,1600
17,8,55,3025
17,5,48,2304
17,4,28,784
17,8,24,576
17,8,40,1600
17,8,64,4096
17,8,47,2209
17,3,44,1936
17,6,45,2025
17,6,49,2401
17,4,36,1296
17,10,52,2704
17,5,36,1296
17,8,55,3025
17,8,40,1600
17,8,60,3600
17,8,29,841
17,5,30,900
17,6,51,2601
17,3,21,441
17,5,55,3025
17,5,35,1225
17,5,37,1369
17,5,38,1444
17,7,32,1024
17,5,65,4225
17,8,62,3844
17,5,38,1444
17,5,37,1369
17,5,27,729
17,5,21,441
17,1,52,2704
17,0,23,529
17,4,39,1521
17,5,52,2704
17,6,22,484
17,8,38,1444
17,5,42,1764
17,8,41,1681
17,6,64,4096
17,5,27,729
17,5,37,1369
17,5,36,1296
17,4,28,784
17,8,21,441
17,8,21,441
17,4,22,484
17,6,55,3025
17,6,35,1225
17,5,41,1681
17,10,31,961
17,4,32,1024
17,3,38,1444
17,7,22,484
17,4,45,2025
17,4,57,3249
17,5,34,1156
17,6,24,576
17,5,23,529
17,1,49,2401
17,3,25,625
17,4,23,529
17,5,24,576
17,5,24,576
17,6,28,784
17,4,33,1089
17,5,44,1936
17,5,42,1764
17,6,33,1089
17,5,53,2809
17,4,25,625
17,2,31,961
17,3,35,1225
17,5,26,676
17,2,52,2704
17,2,39,1521
17,7,57,3249
17,4,34,1156
17,2,25,625
17,6,29,841
17,9,23,529
17,6,21,441
17,4,41,1681
17,5,26,676
17,6,23,529
17,6,38,1444
17,6,64,4096
17,6,24,576
17,6,40,1600
17,5,27,729
17,8,29,841
17,8,27,729
17,2,45,2025
17,6,34,1156
17,6,39,1521
17,6,21,441
17,6,30,900
17,6,30,900
17,6,24,576
17,4,25,625
17,8,35,1225
17,8,29,841
17,8,35,1225
17,5,32,1024
17,0,33,1089
17,5,62,3844
17,2,48,2304
17,7,28,784
17,3,29,841
17,7,50,2500
17,6,32,1024
17,7,41,1681
17,2,63,3969
17,5,23,529
17,7,32,1024
17,2,41,1681
17,6,30,900
17,1,48,2304
17,8,41,1681
17,8,37,1369
17,5,55,3025
17,5,25,625
17,5,63,3969
17,7,21,441
17,5,60,3600
17,5,55,3025
17,7,38,1444
17,9,41,1681
17,5,31,961
17,10,50,2500
17,5,34,1156
17,8,28,784
17,7,38,1444
17,7,44,1936
17,10,36,1296
17,8,30,900
17,6,26,676
17,10,22,484
17,5,30,900
17,5,40,1600
17,9,30,900
17,10,35,1225
17,8,34,1156
17,5,26,676
17,5,40,1600
17,6,24,576
17,7,30,900
17,8,35,1225
17,8,45,2025
17,9,23,529
17,8,36,1296
17,9,40,1600
17,4,38,1444
17,5,35,1225
17,9,33,1089
17,7,45,2025
17,7,59,3481
17,9,65,4225
17,9,21,441
17,10,57,3249
17,5,28,784
17,5,40,1600
17,5,28,784
17,4,37,1369
17,5,25,625
17,8,55,3025
17,7,50,2500
17,8,35,1225
17,9,48,2304
17,8,29,841
17,6,45,2025
17,9,50,2500
17,6,30,900
17,9,45,2025
17,8,22,484
17,10,32,1024
17,9,45,2025
17,6,35,1225
17,5,29,841
17,9,59,3481
17,10,59,3481
17,5,45,2025
17,5,58,3364
17,8,32,1024
17,8,65,4225
17,6,50,2500
17,10,56,3136
17,10,27,729
17,6,22,484
17,10,30,900
17,10,22,484
17,7,22,484
17,4,24,576
17,5,27,729
17,7,41,1681
17,3,24,576
17,8,25,625
17,7,31,961
17,5,42,1764
17,8,29,841
17,8,55,3025
17,5,23,529
17,5,60,3600
17,4,45,2025
17,8,40,1600
17,8,38,1444
17,9,24,576
17,4,21,441
17,3,23,529
17,0,32,1024
17,4,33,1089
17,3,24,576
17,5,57,3249
17,10,36,1296
17,3,35,1225
17,6,44,1936
17,7,56,3136
17,3,63,3969
17,0,31,961
17,8,28,784
17,8,22,484
17,7,37,1369
17,7,58,3364
17,4,58,3364
17,4,25,625
17,4,27,729
17,4,24,576
17,4,38,1444
17,1,42,1764
17,5,43,1849
17,2,29,841
17,3,40,1600
17,5,30,900
17,6,42,1764
17,5,32,1024
17,6,27,729
17,5,33,1089
17,5,24,576
17,5,60,3600
17,5,54,2916
17,8,27,729
17,4,24,576
17,5,24,576
17,10,23,529
17,5,58,3364
17,5,31,961
17,10,45,2025
17,7,50,2500
17,5,35,1225
17,4,64,4096
17,3,40,1600
17,5,41,1681
17,9,37,1369
17,5,37,1369
17,5,27,729
17,10,65,4225
17,7,33,1089
17,1,27,729
17,5,48,2304
17,5,24,576
17,5,64,4096
17,5,21,441
17,3,52,2704
17,5,47,2209
17,5,31,961
17,5,54,2916
17,5,59,3481
17,5,43,1849
17,5,52,2704
17,5,57,3249
17,4,40,1600
17,6,40,1600
17,5,23,529
17,6,32,1024
17,5,35,1225
17,5,45,2025
17,0,56,3136
17,7,53,2809
17,7,21,441
17,1,21,441
17,1,22,484
17,6,39,1521
17,0,28,784
17,0,24,576
17,0,26,676
17,4,21,441
17,4,22,484
17,3,22,484
17,2,26,676
17,3,45,2025
17,10,28,784
17,8,65,4225
17,10,51,2601
17,5,21,441
17,5,33,1089
17,5,22,484
17,5,45,2025
17,2,56,3136
17,3,49,2401
17,2,40,1600
17,5,47,2209
17,1,56,3136
17,4,32,1024
17,5,24,576
17,1,25,625
17,5,26,676
17,5,25,625
17,5,57,3249
17,1,28,784
17,10,36,1296
17,5,62,3844
17,5,37,1369
17,3,28,784
17,5,49,2401
17,9,24,576
17,5,40,1600
17,5,40,1600
17,5,45,2025
17,5,32,1024
17,5,22,484
17,2,44,1936
17,4,25,625
17,4,65,4225
17,5,24,576
17,5,65,4225
17,4,38,1444
17,5,28,784
17,4,25,625
17,7,25,625
17,5,23,529
17,5,28,784
17,1,31,961
17,7,27,729
17,5,50,2500
17,0,53,2809
17,3,21,441
17,2,26,676
17,5,35,1225
17,2,43,1849
17,6,56,3136
17,5,60,3600
17,4,56,3136
17,5,29,841
17,5,29,841
17,1,28,784
17,6,47,2209
17,5,37,1369
17,5,21,441
17,6,45,2025
17,5,53,2809
17,7,48,2304
17,6,31,961
17,5,27,729
17,6,30,900
17,5,44,1936
17,2,27,729
17,3,27,729
17,5,33,1089
17,5,32,1024
17,4,26,676
17,5,43,1849
17,5,30,900
17,10,34,1156
17,4,22,484
17,6,50,2500
17,6,37,1369
17,4,35,1225
17,5,21,441
17,4,21,441
17,3,55,3025
17,1,22,484
17,2,25,625
17,2,39,1521
17,5,33,1089
17,3,45,2025
17,4,23,529
17,7,42,1764
17,5,54,2916
17,4,35,1225
17,1,38,1444
18,6,35,1225
18,8,32,1024
18,8,21,441
18,7,25,625
18,4,23,529
18,6,25,625
18,7,48,2304
18,7,23,529
18,5,46,2116
18,6,24,576
18,8,38,1444
18,7,24,576
18,7,21,441
18,8,21,441
18,6,35,1225
18,5,56,3136
18,7,48,2304
18,6,30,900
18,5,21,441
18,8,35,1225
18,5,36,1296
18,3,47,2209
18,7,36,1296
18,7,34,1156
18,10,27,729
18,7,64,4096
18,6,24,576
18,5,31,961
18,6,30,900
18,5,23,529
18,4,32,1024
18,6,42,1764
18,7,22,484
18,6,28,784
18,7,28,784
18,7,52,2704
18,7,31,961
18,8,32,1024
18,7,39,1521
18,7,66,4356
18,6,36,1296
18,5,35,1225
18,10,21,441
18,6,24,576
18,6,25,625
18,6,52,2704
18,6,60,3600
18,7,50,2500
18,5,70,4900
18,5,31,961
18,6,22,484
18,6,30,900
18,7,39,1521
18,6,46,2116
18,6,29,841
18,6,39,1521
18,8,32,1024
18,6,24,576
18,7,24,576
18,6,30,900
18,6,62,3844
18,6,27,729
18,5,42,1764
18,6,54,2916
18,6,22,484
18,6,30,900
18,8,60,3600
18,7,28,784
18,7,37,1369
18,5,47,2209
18,9,43,1849
18,4,23,529
18,4,55,3025
18,7,23,529
18,5,33,1089
