iso2c,country,year,inc,exp,ccode_pew
CN,China,2002,1148.5082904417,15.6031770825526,8
ID,Indonesia,2002,957.780642936912,6.81626629268959,18
IN,India,2002,466.200804226316,11.5747281315252,17
JO,Jordan,2002,1812.28837444928,22.6907456259084,45
PK,Pakistan,2002,499.860003292353,8.72392061004516,27
RU,Russian Federation,2002,2375.05904394498,17.9536342811039,31
US,United States,2002,38166.0378407812,15.0431509356308,40
